Model Name,Input Size,imagenet-original,imagenet-real,imagenetv2-matched-frequency,sketch,imagenet-a,imagenet-a-clean,imagenet-r,imagenet-r-clean,url
efficientvit_b3.r288_in1k,288,84.156,88.56,73.67,38.696,37.347,96.63,50.387,96.12,https://huggingface.co/timm/efficientvit_b3.r288_in1k
efficientvit_l1.r224_in1k,224,84.448,88.74,74.07,40.103,35.96,96.33,52.547,95.97,https://huggingface.co/timm/efficientvit_l1.r224_in1k
efficientvit_l2.r224_in1k,224,85.044,89.079,75.26,41.074,42.653,96.84,54.58,96.26,https://huggingface.co/timm/efficientvit_l2.r224_in1k
efficientvit_l2.r256_in1k,256,85.368,89.401,75.85,40.675,48.587,96.85,54.29,96.48,https://huggingface.co/timm/efficientvit_l2.r256_in1k
efficientvit_l2.r288_in1k,288,85.614,89.559,76.27,42.084,51.347,97.06,56.53,96.68,https://huggingface.co/timm/efficientvit_l2.r288_in1k
efficientvit_l2.r384_in1k,384,85.982,89.835,76.68,39.655,57.747,97.4,55.723,96.69,https://huggingface.co/timm/efficientvit_l2.r384_in1k
efficientvit_l3.r224_in1k,224,85.812,89.416,75.96,42.642,51.72,97.01,57.533,96.5,https://huggingface.co/timm/efficientvit_l3.r224_in1k
efficientvit_l3.r256_in1k,256,85.954,89.498,76.45,42.066,56.147,97.03,56.99,96.64,https://huggingface.co/timm/efficientvit_l3.r256_in1k
efficientvit_l3.r320_in1k,320,86.23,89.547,77.26,42.952,59.853,97.41,57.607,96.75,https://huggingface.co/timm/efficientvit_l3.r320_in1k
efficientvit_l3.r384_in1k,384,86.398,89.722,77.41,43.302,64.813,97.59,58.36,96.74,https://huggingface.co/timm/efficientvit_l3.r384_in1k
efficientvit_m0.r224_in1k,224,63.294,71.106,50.61,16.652,2.267,82.4,28.797,83.34,https://huggingface.co/timm/efficientvit_m0.r224_in1k
efficientvit_m1.r224_in1k,224,68.352,76.405,55.57,19.975,2.907,86.81,31.26,87.19,https://huggingface.co/timm/efficientvit_m1.r224_in1k
efficientvit_m2.r224_in1k,224,70.8,78.615,58.37,21.046,3.56,88.46,33.19,88.94,https://huggingface.co/timm/efficientvit_m2.r224_in1k
efficientvit_m3.r224_in1k,224,73.408,80.699,61.05,23.396,5.187,89.88,36.137,90.06,https://huggingface.co/timm/efficientvit_m3.r224_in1k
efficientvit_m4.r224_in1k,224,74.346,81.472,61.94,24.29,5.28,90.6,36.56,90.76,https://huggingface.co/timm/efficientvit_m4.r224_in1k
efficientvit_m5.r224_in1k,224,77.082,83.451,64.63,26.666,8.8,92.44,38.777,92.13,https://huggingface.co/timm/efficientvit_m5.r224_in1k
ese_vovnet19b_dw.ra_in1k,224,76.798,83.101,65.06,23.543,6.613,92.28,34.83,92.01,https://huggingface.co/timm/ese_vovnet19b_dw.ra_in1k
ese_vovnet19b_dw.ra_in1k,288,77.798,84.241,65.96,22.093,8.213,93.17,33.763,92.74,https://huggingface.co/timm/ese_vovnet19b_dw.ra_in1k
ese_vovnet39b.ra_in1k,224,79.316,85.738,68.25,30.69,13.133,94.1,40.873,93.85,https://huggingface.co/timm/ese_vovnet39b.ra_in1k
ese_vovnet39b.ra_in1k,288,80.378,86.78,69.84,29.749,18.08,94.89,40.637,94.5,https://huggingface.co/timm/ese_vovnet39b.ra_in1k
eva02_base_patch14_448.mim_in22k_ft_in1k,448,88.266,90.787,79.53,58.032,77.813,98.44,77.533,97.71,https://huggingface.co/timm/eva02_base_patch14_448.mim_in22k_ft_in1k
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,448,88.682,90.92,80.05,58.51,77.587,98.63,77.43,97.6,https://huggingface.co/timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k
eva02_large_patch14_448.mim_in22k_ft_in1k,448,89.632,90.93,82.19,66.987,86.227,98.85,87.53,97.86,https://huggingface.co/timm/eva02_large_patch14_448.mim_in22k_ft_in1k
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,448,89.966,91.048,82.74,67.561,88.413,98.94,87.833,98.16,https://huggingface.co/timm/eva02_large_patch14_448.mim_in22k_ft_in22k_in1k
eva02_large_patch14_448.mim_m38m_ft_in1k,448,89.554,90.888,82.39,70.546,87.04,98.73,90.477,97.82,https://huggingface.co/timm/eva02_large_patch14_448.mim_m38m_ft_in1k
eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,448,90.054,91.152,82.72,70.668,88.64,98.83,90.247,98.03,https://huggingface.co/timm/eva02_large_patch14_448.mim_m38m_ft_in22k_in1k
eva02_small_patch14_336.mim_in22k_ft_in1k,336,85.76,89.37,75.84,44.013,51.093,97.15,58.443,96.69,https://huggingface.co/timm/eva02_small_patch14_336.mim_in22k_ft_in1k
eva02_tiny_patch14_336.mim_in22k_ft_in1k,336,80.672,86.835,69.42,28.533,23.987,94.96,40.767,94.46,https://huggingface.co/timm/eva02_tiny_patch14_336.mim_in22k_ft_in1k
eva_giant_patch14_224.clip_ft_in1k,224,88.886,90.903,81.68,70.076,81.08,98.46,89.837,97.57,https://huggingface.co/timm/eva_giant_patch14_224.clip_ft_in1k
eva_giant_patch14_336.clip_ft_in1k,336,89.462,91.078,82.19,71.2,85.12,98.81,90.517,97.86,https://huggingface.co/timm/eva_giant_patch14_336.clip_ft_in1k
eva_giant_patch14_336.m30m_ft_in22k_in1k,336,89.57,90.894,81.66,68.036,85.013,98.81,88.62,98.02,https://huggingface.co/timm/eva_giant_patch14_336.m30m_ft_in22k_in1k
eva_giant_patch14_560.m30m_ft_in22k_in1k,560,89.796,90.956,81.81,67.48,87.32,98.82,88.413,97.99,https://huggingface.co/timm/eva_giant_patch14_560.m30m_ft_in22k_in1k
eva_large_patch14_196.in22k_ft_in1k,196,87.956,90.522,80.15,61.149,73.04,98.36,81.297,97.53,https://huggingface.co/timm/eva_large_patch14_196.in22k_ft_in1k
eva_large_patch14_196.in22k_ft_in22k_in1k,196,88.596,90.561,80.18,59.871,75.4,98.43,78.51,97.62,https://huggingface.co/timm/eva_large_patch14_196.in22k_ft_in22k_in1k
eva_large_patch14_336.in22k_ft_in1k,336,88.69,90.915,81.07,63.084,82.667,98.72,83.527,97.82,https://huggingface.co/timm/eva_large_patch14_336.in22k_ft_in1k
eva_large_patch14_336.in22k_ft_in22k_in1k,336,89.25,90.875,80.78,60.935,83.533,98.75,80.093,97.9,https://huggingface.co/timm/eva_large_patch14_336.in22k_ft_in22k_in1k
fastvit_ma36.apple_dist_in1k,256,84.606,89.118,74.45,38.393,37.533,96.8,51.887,96.3,https://huggingface.co/timm/fastvit_ma36.apple_dist_in1k
fastvit_ma36.apple_in1k,256,83.884,88.353,73.75,36.578,34.533,96.49,49.523,96.01,https://huggingface.co/timm/fastvit_ma36.apple_in1k
fastvit_s12.apple_dist_in1k,256,81.074,86.735,69.84,30.187,16.987,94.87,42.547,94.28,https://huggingface.co/timm/fastvit_s12.apple_dist_in1k
fastvit_s12.apple_in1k,256,79.92,85.479,68.26,28.149,15.027,94.22,39.917,93.71,https://huggingface.co/timm/fastvit_s12.apple_in1k
fastvit_sa12.apple_dist_in1k,256,81.842,87.356,70.98,31.168,21.307,95.13,44.113,94.7,https://huggingface.co/timm/fastvit_sa12.apple_dist_in1k
fastvit_sa12.apple_in1k,256,80.84,86.575,69.66,29.678,16.307,94.89,42.923,94.46,https://huggingface.co/timm/fastvit_sa12.apple_in1k
fastvit_sa24.apple_dist_in1k,256,83.362,88.503,73.17,35.206,31.32,96.16,47.98,95.58,https://huggingface.co/timm/fastvit_sa24.apple_dist_in1k
fastvit_sa24.apple_in1k,256,82.706,87.644,72.08,34.096,29.0,95.91,46.657,95.31,https://huggingface.co/timm/fastvit_sa24.apple_in1k
fastvit_sa36.apple_dist_in1k,256,84.032,88.784,73.93,37.108,36.413,96.35,50.327,95.95,https://huggingface.co/timm/fastvit_sa36.apple_dist_in1k
fastvit_sa36.apple_in1k,256,83.504,88.101,73.15,36.536,33.0,96.24,48.2,95.62,https://huggingface.co/timm/fastvit_sa36.apple_in1k
fastvit_t12.apple_dist_in1k,256,80.364,86.368,69.66,29.645,15.627,94.62,41.827,94.1,https://huggingface.co/timm/fastvit_t12.apple_dist_in1k
fastvit_t12.apple_in1k,256,79.276,85.195,68.02,27.939,13.587,93.99,40.083,93.5,https://huggingface.co/timm/fastvit_t12.apple_in1k
fastvit_t8.apple_dist_in1k,256,77.172,84.149,65.38,25.992,7.747,92.54,37.513,92.59,https://huggingface.co/timm/fastvit_t8.apple_dist_in1k
fastvit_t8.apple_in1k,256,76.184,83.24,64.69,25.85,6.8,92.16,37.153,91.94,https://huggingface.co/timm/fastvit_t8.apple_in1k
fbnetc_100.rmsp_in1k,224,75.114,81.549,62.46,21.549,4.213,90.78,34.337,91.25,https://huggingface.co/timm/fbnetc_100.rmsp_in1k
fbnetv3_b.ra2_in1k,224,78.16,84.709,66.74,28.038,9.493,93.3,40.913,92.92,https://huggingface.co/timm/fbnetv3_b.ra2_in1k
fbnetv3_b.ra2_in1k,256,79.154,85.505,68.03,27.65,11.56,94.0,40.917,93.65,https://huggingface.co/timm/fbnetv3_b.ra2_in1k
fbnetv3_d.ra2_in1k,224,78.656,85.097,67.09,29.995,11.307,93.44,43.18,93.23,https://huggingface.co/timm/fbnetv3_d.ra2_in1k
fbnetv3_d.ra2_in1k,256,79.664,85.909,68.42,29.731,13.92,93.91,42.907,93.82,https://huggingface.co/timm/fbnetv3_d.ra2_in1k
fbnetv3_g.ra2_in1k,240,81.252,86.767,70.35,33.245,19.947,95.03,46.59,94.6,https://huggingface.co/timm/fbnetv3_g.ra2_in1k
fbnetv3_g.ra2_in1k,288,82.04,87.444,71.41,32.618,25.92,95.5,46.377,95.13,https://huggingface.co/timm/fbnetv3_g.ra2_in1k
flexivit_base.1200ep_in1k,240,84.688,88.667,74.19,35.519,40.587,96.76,50.737,96.13,https://huggingface.co/timm/flexivit_base.1200ep_in1k
flexivit_base.300ep_in1k,240,84.402,88.475,74.0,34.876,39.32,96.61,49.993,95.95,https://huggingface.co/timm/flexivit_base.300ep_in1k
flexivit_base.600ep_in1k,240,84.56,88.573,74.03,35.155,39.8,96.65,50.38,95.98,https://huggingface.co/timm/flexivit_base.600ep_in1k
flexivit_large.1200ep_in1k,240,85.644,89.547,76.05,40.087,50.84,97.42,56.263,96.8,https://huggingface.co/timm/flexivit_large.1200ep_in1k
flexivit_large.300ep_in1k,240,85.282,89.31,75.83,40.026,48.453,97.25,55.697,96.69,https://huggingface.co/timm/flexivit_large.300ep_in1k
flexivit_large.600ep_in1k,240,85.53,89.506,76.02,40.268,49.973,97.28,56.06,96.75,https://huggingface.co/timm/flexivit_large.600ep_in1k
flexivit_small.1200ep_in1k,240,82.592,87.903,71.67,32.08,27.587,95.56,45.603,95.26,https://huggingface.co/timm/flexivit_small.1200ep_in1k
flexivit_small.300ep_in1k,240,82.17,87.615,71.58,31.453,25.773,95.52,44.907,95.15,https://huggingface.co/timm/flexivit_small.300ep_in1k
flexivit_small.600ep_in1k,240,82.392,87.809,71.61,31.755,26.827,95.69,45.433,95.29,https://huggingface.co/timm/flexivit_small.600ep_in1k
focalnet_base_lrf.ms_in1k,224,83.828,88.012,73.81,36.114,37.533,96.48,48.433,95.84,https://huggingface.co/timm/focalnet_base_lrf.ms_in1k
focalnet_base_srf.ms_in1k,224,83.808,88.033,73.27,36.464,37.747,96.59,48.323,95.89,https://huggingface.co/timm/focalnet_base_srf.ms_in1k
focalnet_small_lrf.ms_in1k,224,83.508,87.943,72.74,35.279,32.947,96.19,48.013,95.73,https://huggingface.co/timm/focalnet_small_lrf.ms_in1k
focalnet_small_srf.ms_in1k,224,83.43,87.832,73.27,34.672,33.547,96.09,47.517,95.63,https://huggingface.co/timm/focalnet_small_srf.ms_in1k
focalnet_tiny_lrf.ms_in1k,224,82.174,87.172,71.06,32.064,22.92,95.48,45.163,95.22,https://huggingface.co/timm/focalnet_tiny_lrf.ms_in1k
focalnet_tiny_srf.ms_in1k,224,82.144,87.303,71.1,31.616,23.227,95.49,44.787,95.02,https://huggingface.co/timm/focalnet_tiny_srf.ms_in1k
gc_efficientnetv2_rw_t.agc_in1k,224,81.268,86.775,70.51,35.436,16.733,95.04,46.79,94.54,https://huggingface.co/timm/gc_efficientnetv2_rw_t.agc_in1k
gc_efficientnetv2_rw_t.agc_in1k,288,82.48,87.719,72.44,33.994,24.587,95.74,45.73,95.3,https://huggingface.co/timm/gc_efficientnetv2_rw_t.agc_in1k
gcresnet33ts.ra2_in1k,256,80.078,85.789,68.86,27.607,13.64,94.5,39.503,93.87,https://huggingface.co/timm/gcresnet33ts.ra2_in1k
gcresnet33ts.ra2_in1k,288,80.588,86.291,69.45,27.399,14.573,94.92,39.343,94.35,https://huggingface.co/timm/gcresnet33ts.ra2_in1k
gcresnet50t.ra2_in1k,256,80.95,86.47,69.6,31.02,16.32,94.86,42.86,94.61,https://huggingface.co/timm/gcresnet50t.ra2_in1k
gcresnet50t.ra2_in1k,288,81.458,87.036,70.2,30.958,17.947,95.28,42.79,94.76,https://huggingface.co/timm/gcresnet50t.ra2_in1k
gcresnext26ts.ch_in1k,256,77.816,84.186,65.82,24.017,8.587,92.76,34.99,92.46,https://huggingface.co/timm/gcresnext26ts.ch_in1k
gcresnext26ts.ch_in1k,288,78.438,84.771,65.92,24.19,8.813,93.19,35.013,92.81,https://huggingface.co/timm/gcresnext26ts.ch_in1k
gcresnext50ts.ch_in1k,256,80.608,86.007,69.43,29.458,16.053,94.53,41.32,94.42,https://huggingface.co/timm/gcresnext50ts.ch_in1k
gcresnext50ts.ch_in1k,288,81.234,86.605,70.28,29.517,16.973,94.86,41.657,94.5,https://huggingface.co/timm/gcresnext50ts.ch_in1k
gcvit_base.in1k,224,84.454,88.484,74.49,36.383,42.52,96.56,49.0,96.06,https://huggingface.co/timm/gcvit_base.in1k
gcvit_small.in1k,224,83.908,88.255,73.68,35.778,39.253,96.27,48.097,95.92,https://huggingface.co/timm/gcvit_small.in1k
gcvit_tiny.in1k,224,83.4,88.01,73.23,34.542,34.92,96.19,46.407,95.7,https://huggingface.co/timm/gcvit_tiny.in1k
gcvit_xtiny.in1k,224,81.968,87.292,71.62,32.133,26.72,95.59,44.26,95.04,https://huggingface.co/timm/gcvit_xtiny.in1k
gcvit_xxtiny.in1k,224,79.75,86.252,69.37,29.197,18.8,94.38,41.763,94.09,https://huggingface.co/timm/gcvit_xxtiny.in1k
gernet_l.idstcv_in1k,256,81.374,86.675,70.39,33.39,16.253,95.11,44.717,94.94,https://huggingface.co/timm/gernet_l.idstcv_in1k
gernet_m.idstcv_in1k,224,80.726,86.319,69.56,32.746,13.973,94.65,46.15,94.56,https://huggingface.co/timm/gernet_m.idstcv_in1k
gernet_s.idstcv_in1k,224,76.902,83.526,65.07,28.049,5.253,92.15,41.313,92.44,https://huggingface.co/timm/gernet_s.idstcv_in1k
ghostnet_100.in1k,224,73.96,80.675,61.16,21.376,3.4,90.2,32.583,90.47,https://huggingface.co/timm/ghostnet_100.in1k
ghostnetv2_100.in1k,224,75.176,81.901,62.94,22.614,5.453,90.86,34.167,91.63,https://huggingface.co/timm/ghostnetv2_100.in1k
ghostnetv2_130.in1k,224,76.762,83.364,64.88,25.178,6.653,92.32,36.87,92.27,https://huggingface.co/timm/ghostnetv2_130.in1k
ghostnetv2_160.in1k,224,77.836,84.104,66.1,27.263,8.587,93.01,38.373,93.13,https://huggingface.co/timm/ghostnetv2_160.in1k
gmixer_24_224.ra3_in1k,224,78.048,83.972,66.15,27.031,11.627,92.87,37.983,92.67,https://huggingface.co/timm/gmixer_24_224.ra3_in1k
gmlp_s16_224.ra3_in1k,224,79.644,85.353,68.6,32.416,16.067,94.16,44.48,93.54,https://huggingface.co/timm/gmlp_s16_224.ra3_in1k
halo2botnet50ts_256.a1h_in1k,256,82.084,86.705,70.91,30.044,25.173,95.42,41.443,95.02,https://huggingface.co/timm/halo2botnet50ts_256.a1h_in1k
halonet26t.a1h_in1k,256,79.134,85.217,67.67,25.738,10.84,94.05,36.783,93.61,https://huggingface.co/timm/halonet26t.a1h_in1k
halonet50ts.a1h_in1k,256,81.65,86.487,70.48,28.843,22.747,95.14,40.77,94.7,https://huggingface.co/timm/halonet50ts.a1h_in1k
haloregnetz_b.ra3_in1k,224,81.052,86.487,69.98,30.596,19.6,94.74,41.563,94.52,https://huggingface.co/timm/haloregnetz_b.ra3_in1k
hardcorenas_a.miil_green_in1k,224,75.926,82.335,63.73,24.39,4.96,91.36,36.713,91.68,https://huggingface.co/timm/hardcorenas_a.miil_green_in1k
hardcorenas_b.miil_green_in1k,224,76.552,82.873,64.38,25.385,4.813,91.84,37.28,91.96,https://huggingface.co/timm/hardcorenas_b.miil_green_in1k
hardcorenas_c.miil_green_in1k,224,77.094,83.379,64.92,26.006,5.6,92.04,37.98,92.32,https://huggingface.co/timm/hardcorenas_c.miil_green_in1k
hardcorenas_d.miil_green_in1k,224,77.45,83.795,65.58,25.324,6.533,92.46,37.593,92.62,https://huggingface.co/timm/hardcorenas_d.miil_green_in1k
hardcorenas_e.miil_green_in1k,224,77.79,83.97,66.03,25.66,7.373,92.57,38.137,92.95,https://huggingface.co/timm/hardcorenas_e.miil_green_in1k
hardcorenas_f.miil_green_in1k,224,78.108,84.324,66.27,25.968,6.973,92.97,38.513,93.02,https://huggingface.co/timm/hardcorenas_f.miil_green_in1k
hgnet_base.ssld_in1k,224,84.912,89.506,75.89,49.374,40.693,97.08,63.937,96.65,https://huggingface.co/timm/hgnet_base.ssld_in1k
hgnet_base.ssld_in1k,288,85.472,89.888,76.78,47.419,46.48,97.43,62.153,96.8,https://huggingface.co/timm/hgnet_base.ssld_in1k
hgnet_small.paddle_in1k,224,81.426,86.976,70.44,32.791,20.04,95.11,44.117,94.86,https://huggingface.co/timm/hgnet_small.paddle_in1k
hgnet_small.paddle_in1k,288,82.214,87.725,71.24,30.667,26.187,95.65,42.287,95.09,https://huggingface.co/timm/hgnet_small.paddle_in1k
hgnet_small.ssld_in1k,224,83.81,88.748,74.31,45.354,30.133,96.63,60.01,96.16,https://huggingface.co/timm/hgnet_small.ssld_in1k
hgnet_small.ssld_in1k,288,84.378,89.243,75.32,43.512,36.307,96.93,58.23,96.4,https://huggingface.co/timm/hgnet_small.ssld_in1k
hgnet_tiny.paddle_in1k,224,79.888,85.844,68.68,30.553,13.573,94.29,42.053,93.87,https://huggingface.co/timm/hgnet_tiny.paddle_in1k
hgnet_tiny.paddle_in1k,288,80.648,86.699,69.48,28.765,17.48,94.96,40.377,94.3,https://huggingface.co/timm/hgnet_tiny.paddle_in1k
hgnet_tiny.ssld_in1k,224,81.94,87.928,71.74,41.697,19.987,95.71,56.34,95.36,https://huggingface.co/timm/hgnet_tiny.ssld_in1k
hgnet_tiny.ssld_in1k,288,82.524,88.473,72.86,40.24,24.947,96.23,54.557,95.59,https://huggingface.co/timm/hgnet_tiny.ssld_in1k
hgnetv2_b0.ssld_stage1_in22k_in1k,224,76.844,84.07,65.62,31.899,6.827,92.47,46.31,92.67,https://huggingface.co/timm/hgnetv2_b0.ssld_stage1_in22k_in1k
hgnetv2_b0.ssld_stage1_in22k_in1k,288,78.034,85.304,66.61,31.219,8.8,93.59,45.123,93.59,https://huggingface.co/timm/hgnetv2_b0.ssld_stage1_in22k_in1k
hgnetv2_b0.ssld_stage2_ft_in1k,224,77.342,84.279,66.35,31.484,6.36,92.82,46.287,92.84,https://huggingface.co/timm/hgnetv2_b0.ssld_stage2_ft_in1k
hgnetv2_b0.ssld_stage2_ft_in1k,288,78.598,85.674,67.29,30.899,8.573,93.82,44.937,93.84,https://huggingface.co/timm/hgnetv2_b0.ssld_stage2_ft_in1k
hgnetv2_b1.ssld_stage1_in22k_in1k,224,78.078,85.148,67.48,34.705,8.773,93.64,48.7,93.62,https://huggingface.co/timm/hgnetv2_b1.ssld_stage1_in22k_in1k
hgnetv2_b1.ssld_stage1_in22k_in1k,288,79.048,86.272,68.34,33.728,11.96,94.58,47.323,94.12,https://huggingface.co/timm/hgnetv2_b1.ssld_stage1_in22k_in1k
hgnetv2_b1.ssld_stage2_ft_in1k,224,78.896,85.044,67.84,34.029,9.547,93.88,46.967,93.62,https://huggingface.co/timm/hgnetv2_b1.ssld_stage2_ft_in1k
hgnetv2_b1.ssld_stage2_ft_in1k,288,79.904,86.427,68.9,33.035,12.6,94.57,45.693,94.18,https://huggingface.co/timm/hgnetv2_b1.ssld_stage2_ft_in1k
hgnetv2_b2.ssld_stage1_in22k_in1k,224,80.746,87.066,70.41,39.904,14.947,95.22,54.58,95.03,https://huggingface.co/timm/hgnetv2_b2.ssld_stage1_in22k_in1k
hgnetv2_b2.ssld_stage1_in22k_in1k,288,81.46,87.901,71.6,38.739,19.693,95.81,52.2,95.56,https://huggingface.co/timm/hgnetv2_b2.ssld_stage1_in22k_in1k
hgnetv2_b2.ssld_stage2_ft_in1k,224,81.566,87.416,71.22,39.47,17.293,95.54,53.527,95.21,https://huggingface.co/timm/hgnetv2_b2.ssld_stage2_ft_in1k
hgnetv2_b2.ssld_stage2_ft_in1k,288,82.36,88.142,72.23,38.368,22.56,96.21,51.33,95.75,https://huggingface.co/timm/hgnetv2_b2.ssld_stage2_ft_in1k
hgnetv2_b3.ssld_stage1_in22k_in1k,224,82.61,88.14,72.46,42.099,22.827,95.98,56.967,95.75,https://huggingface.co/timm/hgnetv2_b3.ssld_stage1_in22k_in1k
hgnetv2_b3.ssld_stage1_in22k_in1k,288,83.114,88.793,73.3,40.392,29.64,96.27,54.48,95.98,https://huggingface.co/timm/hgnetv2_b3.ssld_stage1_in22k_in1k
hgnetv2_b3.ssld_stage2_ft_in1k,224,82.91,88.296,72.52,42.968,22.253,95.92,57.39,95.79,https://huggingface.co/timm/hgnetv2_b3.ssld_stage2_ft_in1k
hgnetv2_b3.ssld_stage2_ft_in1k,288,83.58,88.992,73.31,41.414,28.4,96.35,55.1,96.04,https://huggingface.co/timm/hgnetv2_b3.ssld_stage2_ft_in1k
hgnetv2_b4.ssld_stage1_in22k_in1k,224,82.886,88.366,73.29,43.074,24.507,96.47,57.55,96.02,https://huggingface.co/timm/hgnetv2_b4.ssld_stage1_in22k_in1k
hgnetv2_b4.ssld_stage1_in22k_in1k,288,83.448,88.904,73.6,41.705,31.48,96.72,55.39,96.26,https://huggingface.co/timm/hgnetv2_b4.ssld_stage1_in22k_in1k
hgnetv2_b4.ssld_stage2_ft_in1k,224,83.694,88.693,73.96,45.259,28.84,96.51,59.517,96.1,https://huggingface.co/timm/hgnetv2_b4.ssld_stage2_ft_in1k
hgnetv2_b4.ssld_stage2_ft_in1k,288,83.934,88.964,74.22,43.797,35.4,96.83,57.34,96.3,https://huggingface.co/timm/hgnetv2_b4.ssld_stage2_ft_in1k
hgnetv2_b5.ssld_stage1_in22k_in1k,224,84.456,89.096,75.68,50.787,37.48,97.03,67.213,96.53,https://huggingface.co/timm/hgnetv2_b5.ssld_stage1_in22k_in1k
hgnetv2_b5.ssld_stage1_in22k_in1k,288,84.924,89.496,76.21,48.796,43.293,97.27,64.267,96.61,https://huggingface.co/timm/hgnetv2_b5.ssld_stage1_in22k_in1k
hgnetv2_b5.ssld_stage2_ft_in1k,224,84.81,89.342,75.61,50.663,39.907,97.12,67.593,96.54,https://huggingface.co/timm/hgnetv2_b5.ssld_stage2_ft_in1k
hgnetv2_b5.ssld_stage2_ft_in1k,288,85.15,89.658,75.88,48.655,45.947,97.37,64.57,96.74,https://huggingface.co/timm/hgnetv2_b5.ssld_stage2_ft_in1k
hgnetv2_b6.ssld_stage1_in22k_in1k,224,86.052,89.799,76.79,54.291,51.387,97.61,68.06,97.03,https://huggingface.co/timm/hgnetv2_b6.ssld_stage1_in22k_in1k
hgnetv2_b6.ssld_stage1_in22k_in1k,288,86.298,90.008,77.32,53.169,57.093,97.81,66.25,97.08,https://huggingface.co/timm/hgnetv2_b6.ssld_stage1_in22k_in1k
hgnetv2_b6.ssld_stage2_ft_in1k,224,86.206,89.686,77.0,53.86,50.92,97.45,67.727,96.87,https://huggingface.co/timm/hgnetv2_b6.ssld_stage2_ft_in1k
hgnetv2_b6.ssld_stage2_ft_in1k,288,86.384,89.856,77.36,53.015,57.547,97.8,66.313,97.1,https://huggingface.co/timm/hgnetv2_b6.ssld_stage2_ft_in1k
hiera_base_224.mae_in1k_ft_in1k,224,84.526,88.757,74.63,40.058,43.333,96.59,53.163,96.35,https://huggingface.co/timm/hiera_base_224.mae_in1k_ft_in1k
hiera_base_plus_224.mae_in1k_ft_in1k,224,85.134,88.934,75.58,42.064,49.173,96.94,55.56,96.38,https://huggingface.co/timm/hiera_base_plus_224.mae_in1k_ft_in1k
hiera_huge_224.mae_in1k_ft_in1k,224,86.834,89.98,78.63,50.078,66.24,97.95,64.973,97.21,https://huggingface.co/timm/hiera_huge_224.mae_in1k_ft_in1k
hiera_large_224.mae_in1k_ft_in1k,224,86.044,89.545,76.85,45.823,58.0,97.44,60.3,96.75,https://huggingface.co/timm/hiera_large_224.mae_in1k_ft_in1k
hiera_small_224.mae_in1k_ft_in1k,224,83.886,88.21,73.55,37.774,36.413,96.33,49.377,95.82,https://huggingface.co/timm/hiera_small_224.mae_in1k_ft_in1k
hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k,256,84.9,88.825,74.91,40.905,47.667,97.18,53.487,96.46,https://huggingface.co/timm/hiera_small_abswin_256.sbb2_e200_in12k_ft_in1k
hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,84.554,88.505,73.94,38.085,44.72,96.7,50.457,96.12,https://huggingface.co/timm/hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k
hiera_tiny_224.mae_in1k_ft_in1k,224,82.824,87.337,71.67,34.473,30.453,95.6,45.76,95.25,https://huggingface.co/timm/hiera_tiny_224.mae_in1k_ft_in1k
hrnet_w18.ms_aug_in1k,224,78.116,84.794,66.73,24.337,8.707,93.51,37.367,93.47,https://huggingface.co/timm/hrnet_w18.ms_aug_in1k
hrnet_w18.ms_in1k,224,76.76,83.509,65.19,25.974,5.427,92.37,38.39,92.75,https://huggingface.co/timm/hrnet_w18.ms_in1k
hrnet_w18_small.gluon_in1k,224,73.932,80.411,61.23,20.397,2.6,89.48,32.837,90.31,https://huggingface.co/timm/hrnet_w18_small.gluon_in1k
hrnet_w18_small.ms_in1k,224,72.334,79.533,58.92,20.352,1.52,89.05,32.737,89.88,https://huggingface.co/timm/hrnet_w18_small.ms_in1k
hrnet_w18_small_v2.gluon_in1k,224,78.184,84.544,66.33,25.915,5.587,92.77,38.503,92.97,https://huggingface.co/timm/hrnet_w18_small_v2.gluon_in1k
hrnet_w18_small_v2.ms_in1k,224,75.098,81.952,62.66,22.368,2.627,91.21,35.233,91.19,https://huggingface.co/timm/hrnet_w18_small_v2.ms_in1k
hrnet_w18_ssld.paddle_in1k,224,81.132,87.316,71.11,40.651,16.827,95.36,55.287,95.15,https://huggingface.co/timm/hrnet_w18_ssld.paddle_in1k
hrnet_w18_ssld.paddle_in1k,288,82.048,88.082,72.34,39.069,23.24,95.98,53.28,95.76,https://huggingface.co/timm/hrnet_w18_ssld.paddle_in1k
hrnet_w30.ms_in1k,224,78.214,84.591,66.77,27.472,8.667,93.2,40.12,93.4,https://huggingface.co/timm/hrnet_w30.ms_in1k
hrnet_w32.ms_in1k,224,78.456,84.677,66.73,27.369,7.933,93.52,39.55,92.97,https://huggingface.co/timm/hrnet_w32.ms_in1k
hrnet_w40.ms_in1k,224,78.924,84.756,67.51,28.629,9.187,93.51,40.72,93.75,https://huggingface.co/timm/hrnet_w40.ms_in1k
hrnet_w44.ms_in1k,224,78.882,84.884,67.75,27.631,10.32,93.59,39.68,93.65,https://huggingface.co/timm/hrnet_w44.ms_in1k
